item,label,site,geo,inscription
Q70892787,CIIC 216 (Ogham Stone Concept by RAS Macalister),Q85395539,POINT(-9.703056 52.080556),GOSOCTEAS MOSAC MAKINI
Q70892791,CIIC 217 (Ogham Stone Concept by RAS Macalister),Q85395539,POINT(-9.703056 52.080556),NOCATI MAQI MAQI-REC [....] MAQI MUCOI UDDAMI
Q70892792,CIIC 218 (Ogham Stone Concept by RAS Macalister),Q85395539,POINT(-9.703056 52.080556),L[A]G[O]BB[... MUCO - TUCACAC
Q70892797,CIIC 219 (Ogham Stone Concept by RAS Macalister),Q85395602,POINT(-9.746667 51.91),ANM CRUNAN MAQ LUQIN
Q70892799,CIIC 220 (Ogham Stone Concept by RAS Macalister),Q85395573,POINT(-10.122222 51.773056),ANM LLATIGNI MAQ M[I]N[E]RC M[UCOI] Q[...]CI
Q70892801,CIIC 221 (Ogham Stone Concept by RAS Macalister),Q85395540,POINT(-9.786667 51.881111),CATVVIRR MAQI LUGUVVEC
Q70892805,CIIC 222 (Ogham Stone Concept by RAS Macalister),Q85395541,POINT(-9.875 51.858611),.....]NEGGNI
Q70892807,CIIC 223 (Ogham Stone Concept by RAS Macalister),Q85395605,POINT(-9.875 51.858611),ANM VINNAGITLET...
Q70892808,CIIC 224 (Ogham Stone Concept by RAS Macalister),Q85395543,POINT(-9.525833 51.885278),MOŊUNILOCID MAQI ALOTTO
Q70892810,CIIC 225 (Ogham Stone Concept by RAS Macalister),Q85395607,POINT(-9.551667 51.8475),NOARRA MAQI VORUDRAN
Q70892813,CIIC 226 (Ogham Stone Concept by RAS Macalister),Q85395624,POINT(-9.389167 51.839444),ORIBRASSIA
Q70892814,CIIC 227 (Ogham Stone Concept by RAS Macalister),Q85395546,POINT(-9.413611 51.883333),OTTINN MAQI VECR[EC]
Q70892818,CIIC 228 (Ogham Stone Concept by RAS Macalister),Q85395548,POINT(-9.421389 52.566667),MAQI BROCI
Q70892821,CIIC 229 (Ogham Stone Concept by RAS Macalister),Q85395576,POINT(-10.166667 51.921111),ANM CALUMANN MAQ[...
